name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
OJwykHVd,45,healthy,86967,married,expensive,badminton,123171,rural,no response
fzWkD2zg,38,cozily,54104,married,expensive,badminton,121265,urban,no response
ktwKrglQ,62,active,30046,married,practical,,145612,urban,response
fdKFD17A,50,healthy,49474,single,expensive,athletics,68187,rural,no response
VTtBSy3e,54,healthy,58560,married,practical,athletics,28692,urban,no response
2mYdGuGN,67,healthy,57795,married,expensive,badminton,21191,urban,response
kB3ycFQt,28,cozily,21726,single,expensive,badminton,149825,urban,response
DMuUSqpU,43,active,51666,single,practical,athletics,50074,urban,no response
CKggzmWR,51,active,56698,single,expensive,badminton,112438,urban,no response
FjHQcojR,37,healthy,30180,married,practical,badminton,137491,urban,no response
VSRS1iBE,61,healthy,85605,married,expensive,badminton,60858,urban,response
Lc3zU5Zo,52,active,19901,single,practical,badminton,100940,urban,no response
CjbnaDK0,40,healthy,64852,single,practical,athletics,29345,urban,no response
4qGucRFg,32,cozily,87536,married,practical,soccer,61963,rural,no response
VM1EAwUI,19,cozily,62405,single,expensive,soccer,54730,urban,no response
A9kdxVDa,24,cozily,52191,married,expensive,athletics,56334,urban,no response
ZplnRWsn,61,active,17919,married,practical,badminton,55503,rural,response
GyWmVlSA,52,healthy,81790,single,practical,badminton,46764,urban,no response
AuLtH3rg,56,cozily,43813,single,expensive,badminton,138644,urban,response
4rbKgmLC,64,active,91758,married,expensive,,138356,urban,response
kXi5g0xj,53,cozily,18053,married,expensive,athletics,72227,urban,no response
aM9h8is6,61,active,81107,single,practical,soccer,143226,urban,no response
RH71xfT3,27,healthy,91911,married,practical,,67930,urban,no response
Cbjcmkdh,56,cozily,51009,single,expensive,,24081,rural,response
P11eA83n,20,cozily,73451,married,expensive,soccer,119314,rural,no response
TXRgdypf,32,active,20572,single,practical,athletics,122926,urban,no response
wRy0Us0e,51,healthy,36046,married,expensive,badminton,91149,rural,no response
DvBac9qO,53,cozily,37394,single,practical,badminton,94970,urban,no response
tQrBso1V,69,active,22672,married,practical,badminton,91643,urban,response
8RJyguZ1,62,cozily,67554,married,practical,soccer,68264,rural,response
H9xsLqig,39,cozily,53647,married,expensive,soccer,74206,urban,no response
2hWlbZaA,20,active,56914,single,practical,athletics,101307,urban,no response
sr83QmuE,45,active,55704,married,practical,athletics,46533,urban,no response
PDhxg6rs,43,healthy,49685,single,expensive,athletics,58922,urban,no response
tPdzswjA,26,healthy,89512,married,expensive,badminton,38041,urban,no response
5jVvk010,61,active,69230,married,expensive,athletics,72672,rural,response
sGcmMcAM,21,active,95738,married,expensive,athletics,121515,urban,no response
0A87rRrI,24,healthy,11175,married,practical,soccer,70231,rural,response
YEH30y2I,54,healthy,44984,married,practical,soccer,139115,urban,no response
V9vF98fy,26,active,75171,single,practical,,123262,rural,no response
R9qlmtiN,40,cozily,78964,married,practical,soccer,22533,urban,no response
veXJC3A3,25,cozily,63029,single,practical,soccer,92227,rural,no response
BMAe4Rt6,60,cozily,84741,single,practical,soccer,149656,rural,response
cQsjpHDt,48,healthy,80086,married,practical,badminton,145737,urban,response
17TdtBmU,51,healthy,79412,married,practical,badminton,109825,rural,no response
EPqBM57o,40,active,99339,single,practical,,109843,urban,no response
PIuRqSut,62,cozily,35131,single,expensive,soccer,61250,rural,response
rEAEEmZk,48,cozily,41897,single,practical,badminton,91220,urban,no response
LY4nwAPW,65,healthy,25155,married,practical,badminton,143927,rural,response
4RDtE7D7,25,healthy,71385,married,expensive,badminton,126668,urban,no response
dUOwOFbh,27,healthy,91718,single,practical,,28717,urban,no response
uikA6mlx,23,active,63833,single,practical,badminton,26056,urban,no response
rgyBdynW,41,active,62764,married,practical,badminton,119205,urban,no response
VPZSrLtA,16,active,30330,married,expensive,badminton,20130,rural,no response
qNThXYN9,52,cozily,19516,single,practical,,28156,urban,no response
gmVavmcZ,40,cozily,31301,single,expensive,athletics,138542,rural,no response
axEGetck,27,cozily,92702,married,expensive,athletics,87506,rural,no response
hsm3wwZ5,31,active,85562,married,practical,badminton,120871,rural,response
z0Qe89JL,69,healthy,30561,married,expensive,soccer,43431,urban,no response
2akCWKCj,51,healthy,37742,married,expensive,soccer,38570,rural,no response
vuq0S29y,17,active,45745,married,expensive,badminton,146491,urban,response
bwG6vpAZ,56,healthy,91792,single,practical,,72743,urban,response
DkIT2fCa,15,cozily,48558,married,practical,,136931,urban,no response
oz2olO3o,64,active,16224,single,practical,badminton,30321,urban,response
bFstWtth,56,cozily,31838,married,practical,athletics,52644,rural,response
elqhrE7o,16,cozily,82005,married,practical,soccer,149627,rural,response
2d88fAji,24,cozily,91140,married,expensive,badminton,121121,urban,no response
OB519fUT,27,cozily,97458,married,expensive,soccer,96665,urban,no response
hoV6DJHf,22,active,40061,married,practical,badminton,39314,urban,no response
OBFToxcr,24,healthy,25746,married,practical,badminton,121653,rural,no response
QmUhWbbv,56,active,44008,single,expensive,soccer,69760,rural,no response
dz1usmr3,57,healthy,81161,single,expensive,soccer,69888,rural,response
YqHwgkXj,17,cozily,83772,married,practical,badminton,80916,urban,no response
CcL8Izpl,34,cozily,89749,married,practical,soccer,130301,urban,no response
uQYAkEUs,33,healthy,54312,married,practical,soccer,131813,rural,no response
LQsG1SQD,28,healthy,99910,married,expensive,badminton,64708,rural,response
89NkjQF8,37,healthy,30421,married,expensive,athletics,66145,urban,no response
wWmNJCOj,31,active,71818,married,practical,badminton,49228,rural,no response
NLHPNfYw,26,active,62194,married,expensive,soccer,138950,urban,no response
hg13GbWF,65,healthy,88187,single,expensive,badminton,149065,urban,response
6evTwUl3,32,healthy,50107,single,expensive,badminton,57800,rural,no response
DWwQ3dJ7,20,active,19349,married,practical,badminton,45908,rural,no response
V81I2Pvf,19,healthy,16986,married,practical,soccer,105215,urban,no response
xeIU8F5T,36,cozily,87641,married,practical,athletics,118439,urban,no response
8Ulu2NQT,32,cozily,55293,single,practical,badminton,54418,rural,no response
Y4mDO04j,49,cozily,60490,single,practical,athletics,88925,urban,no response
YGQZZu0g,41,healthy,64069,married,practical,badminton,83762,urban,no response
NeL9KH6c,54,cozily,99309,married,practical,badminton,128869,urban,no response
FWJd2iro,17,active,70008,single,expensive,athletics,132412,urban,no response
XNYcMMFV,55,active,48226,single,practical,,46911,urban,no response
MBO8H79F,26,cozily,63931,married,practical,soccer,96175,rural,no response
V6P6O7ch,68,healthy,26046,single,practical,soccer,123891,urban,response
caVM6osE,51,healthy,91861,married,expensive,athletics,33900,rural,no response
9WfjaB0L,59,active,32332,married,expensive,,102416,rural,response
Ez1Jm0Uy,63,active,36565,married,practical,badminton,129906,urban,response
mWZec0Ze,37,cozily,68048,married,expensive,badminton,145594,urban,response
p6yHB22n,16,cozily,58114,married,expensive,,115431,rural,no response
8At14CaD,66,cozily,34328,single,practical,,126018,urban,response
MPc0lrns,58,active,76238,married,practical,,122974,urban,response
w0z4DI2c,46,cozily,91613,single,expensive,,51165,rural,no response
GDoZxhEP,38,active,49134,married,expensive,soccer,139675,urban,no response
ldXQT8JL,56,cozily,79682,single,practical,soccer,84994,urban,no response
s9U97Aii,37,cozily,42150,single,expensive,soccer,71794,urban,no response
0TIaWcEX,38,healthy,31860,married,practical,soccer,111826,rural,no response
rWdTa4L5,59,healthy,62316,single,practical,soccer,75373,rural,response
OBMERwf8,28,active,35241,single,expensive,badminton,120930,urban,no response
bzShaQ30,47,cozily,17760,single,expensive,athletics,37771,urban,no response
l117GfiU,66,cozily,48984,married,expensive,,99614,urban,response
LJFUFk71,32,healthy,44917,married,practical,athletics,124073,rural,no response
mSsMFJUT,49,cozily,79385,single,practical,badminton,128438,urban,no response
pn2RbtQ5,19,healthy,87250,married,expensive,athletics,21808,rural,no response
ZXz6HWG7,66,active,86304,married,practical,badminton,100756,rural,response
msSd5e2Y,60,healthy,22552,single,practical,soccer,103434,rural,response
bEjC8mJv,50,active,77733,married,practical,athletics,20231,urban,no response
w30y56Xm,67,cozily,79106,married,practical,athletics,29348,rural,response
B6KyCTyH,50,active,42998,married,practical,,141256,urban,response
XAboWYkg,20,cozily,50374,single,practical,,43041,urban,no response
VZG0jzZB,63,cozily,27408,single,practical,badminton,120892,rural,response
g02UqQCS,32,cozily,75303,married,practical,soccer,106645,rural,no response
K3NBK2Lw,17,healthy,25099,married,practical,badminton,126344,urban,no response
pEHcvknz,49,healthy,74386,married,expensive,badminton,110580,rural,no response
3kC0Jx4V,31,active,28961,single,expensive,athletics,100524,urban,no response
nzTtUEsc,42,cozily,62502,married,expensive,badminton,30816,rural,no response
a0NgpWik,18,active,25768,married,expensive,soccer,33825,urban,no response
SpXQ62xO,66,cozily,55632,married,practical,athletics,22894,urban,response
D2v6u5np,56,cozily,63780,married,practical,soccer,82420,urban,response
iojAuBXO,66,active,52608,single,practical,athletics,53086,urban,response
OXygiisO,49,healthy,91464,single,expensive,athletics,86981,urban,no response
QbuB3JMU,68,healthy,49170,single,practical,,104685,urban,no response
I64q5bMT,22,healthy,55417,married,practical,athletics,127171,urban,no response
IPqABgYK,38,cozily,13526,married,practical,soccer,137857,urban,response
oFPViw2v,18,cozily,45406,married,expensive,soccer,73717,rural,no response
f5wRcJW8,34,cozily,79840,married,practical,,34206,urban,no response
haBL0eSc,33,cozily,11998,single,expensive,badminton,24629,urban,response
80qBGL6a,64,healthy,21285,single,practical,athletics,148632,urban,response
Llg7mHuz,44,healthy,36595,single,practical,athletics,31573,rural,no response
2u7GT8wE,34,healthy,46825,married,practical,athletics,66724,rural,no response
aDM9ChaR,24,healthy,46792,married,expensive,,75974,rural,no response
CbveUVbi,28,active,45344,married,practical,athletics,139176,urban,no response
78PnxwVE,23,active,66749,married,practical,badminton,22806,rural,no response
DJd9oP30,47,cozily,48209,single,expensive,badminton,131837,urban,no response
kFLOzdNh,45,cozily,88777,single,practical,athletics,94652,urban,response
KSB2ZtEN,69,cozily,18917,married,expensive,badminton,39064,urban,response
4NBZLd8m,16,active,64814,single,practical,badminton,104249,urban,response
HsvZrZAy,59,healthy,75519,single,practical,badminton,105680,rural,no response
DRO7KcjE,18,healthy,58097,single,expensive,athletics,52840,urban,no response
VAtGWKB3,45,healthy,86075,single,practical,soccer,118321,urban,no response
6HEXEyCs,64,active,15561,single,expensive,athletics,113042,urban,response
HzBvxudz,59,active,37485,married,expensive,badminton,99647,urban,response
eLnIwK0O,51,active,34512,single,expensive,athletics,35502,rural,no response
7ajMNCDm,45,cozily,46073,married,expensive,athletics,106029,urban,no response
NzrWeQ51,38,active,90391,single,expensive,athletics,67038,urban,no response
SS4gLvnE,31,active,60422,single,expensive,,111640,rural,no response
nzMWStyc,30,active,55188,married,practical,badminton,24855,urban,no response
rTwzGieE,37,active,19583,married,practical,soccer,33614,urban,no response
SxRMJcPE,41,healthy,97005,single,expensive,,103087,urban,no response
LHORkMp5,18,active,23949,single,expensive,,59832,urban,no response
exIJpvvE,66,active,40301,married,expensive,soccer,72427,urban,response
reka1vyW,54,active,98016,single,expensive,athletics,139316,rural,no response
r1dzNCFC,62,cozily,23810,married,expensive,,81664,urban,response
gApQkROt,16,active,51291,married,expensive,badminton,41457,urban,no response
sOoD0aDV,47,healthy,21763,single,expensive,athletics,84391,urban,no response
63YXxj2C,55,cozily,15736,single,expensive,badminton,126436,urban,no response
EITvaL5E,61,healthy,52491,single,practical,badminton,38448,urban,response
2Qwsdn2S,40,cozily,48421,single,expensive,badminton,57702,urban,no response
xsR45Qm7,54,cozily,11160,single,expensive,badminton,71714,urban,no response
sKtlrkU3,61,cozily,71704,married,practical,athletics,97411,rural,response
8FrYoAX9,30,healthy,30012,married,practical,badminton,22315,rural,no response
nQdZ3EVR,34,cozily,69172,single,practical,soccer,140368,urban,response
zM9URtL2,60,healthy,22706,single,practical,soccer,138952,rural,response
93eEXUQe,38,cozily,11996,single,practical,badminton,120303,urban,response
8TsUZ4AK,47,healthy,19254,single,practical,soccer,100920,urban,no response
lybCY6GJ,62,cozily,38661,single,practical,athletics,101911,rural,response
mTljI4vs,27,cozily,74888,single,expensive,,124667,urban,no response
6GkAmreR,19,cozily,15316,single,expensive,athletics,60314,urban,no response
rihaFcWP,22,cozily,11414,single,expensive,badminton,45427,urban,response
6Xxjxtak,53,healthy,28443,married,expensive,athletics,131564,urban,no response
d2SLdBgS,31,healthy,43896,single,expensive,badminton,100237,rural,no response
3UyuIj4s,34,healthy,77733,single,practical,athletics,28748,rural,no response
6bky8Zhx,20,healthy,99848,married,expensive,badminton,131635,rural,no response
UFQshPD0,41,healthy,87577,single,expensive,soccer,140740,rural,response
ryT2eEoN,20,active,16845,single,practical,athletics,100837,urban,no response
LuZ9UxDL,28,healthy,13642,single,expensive,athletics,22535,rural,response
uhWbcQVx,28,cozily,42928,married,expensive,athletics,149719,urban,response
jIzljkn0,46,active,75528,married,expensive,badminton,122709,urban,no response
D0eVFkhv,46,active,10541,single,expensive,athletics,139262,urban,response
JNMmoXAz,25,cozily,86851,single,expensive,soccer,36075,rural,no response
dkRyBgnW,58,cozily,60228,single,practical,,41278,rural,response
XzIGNSn2,29,cozily,39537,married,practical,athletics,58414,rural,response
99gWoc9M,67,active,52927,single,practical,soccer,27238,urban,response
gl08XPQE,37,active,15317,single,expensive,,81378,rural,no response
PcAap6Qw,40,healthy,34482,married,practical,athletics,130138,urban,response
1apaCLKn,38,active,38240,single,practical,badminton,87439,rural,no response
S9u5RbqW,22,healthy,80445,single,expensive,soccer,144279,urban,response
4t9HHu6f,46,active,79273,married,expensive,athletics,130287,urban,no response
63cwo0jU,39,healthy,41255,single,expensive,soccer,129230,urban,no response
xu8TMGZD,24,active,86542,married,expensive,badminton,83545,rural,no response
oREXjfqM,48,cozily,36644,married,practical,athletics,39325,urban,no response
OGDFE75m,66,healthy,81859,single,practical,,41060,rural,response
yiA8BU5P,47,cozily,82767,single,expensive,athletics,76388,urban,no response
sEcslIgW,68,active,90130,married,practical,soccer,92715,urban,no response
1QDRvh9j,39,healthy,99814,married,expensive,,85184,urban,no response
jhaRPwy9,51,cozily,34659,single,expensive,soccer,85117,urban,no response
q2trI7oJ,17,active,91824,single,expensive,soccer,107838,urban,response
L6SsHiA0,44,healthy,80899,single,practical,soccer,94333,urban,no response
YQQKgSvJ,68,cozily,45905,married,expensive,badminton,37304,urban,response
